school_id,cn_name,en_name,tags,faculty,school,category,entry_month,duration,tuition,interview,objectives,apply_requirements,language_requirements,analysis,curriculum,url
,数据科学硕士,Master of Science in Data Science,"理科, 数据科学",,东北大学（美国）,数据科学,秋季,32学分,1665美元/学分,无,无,"需要完成数据科学编程导论和数据科学线性代数和概率导论课程,会有考试",雅思: 100; 托福: 7.5,"东北大学数据科学硕士MSDS是16fall开的，隶属于CS学院。

课程设置：说实话，课程非常不错，关注计算建模、数据收集和整合、数据存储和检索、数据处理、建模和分析以及可视化，也有算法开发的课程。

就业方面：东北大学最大的优势就是co-op，找实习找工作强校。Location可以选Boston，Silicon Valley和Portland。如果没有相关背景的，SV和Portland 还有align的项目，多读一年Bridge补背景。

录取方面：DS录取要求比CS略低一点，有春秋季入学，对于想要留美工作的同学，东北大学真的是个非常不错的选择。",未找到课程设置,https://www.khoury.northeastern.edu/programs/data-science-ms/
,全球人类发展硕士,Master's in Global Human Development,"社科, 其他社科",,乔治城大学,其他社科,秋季,48学分,"59,895美元",无,无,"先修课要求修过两门经济学课程 （宏观经济学,微观经济学）达到B以上申请者需要至少一年的专业经验申请者至少有两年在发展中国家生活,学习或工作经历申请者需要提供Self-Reported GPA",雅思: 100; 托福: 7,无,未找到课程设置,https://grad.georgetown.edu/admissions/programs/global-human-development
,近东研究硕士,MA in Near Eastern Studies,"社科, 文化",,普林斯顿大学,文化,秋季,2年,"57,410 美元/年",无,无,请注意，近东研究项目不接受 2022-23 学年的文学硕士项目申请。,雅思: 无要求; 托福: 无要求,无,未找到课程设置,https://gradschool.princeton.edu/academics/degrees-requirements/fields-study/near-eastern-studies
,土木与环境工程理学硕士,M.S. in Civil and Environmental Engineering,"工科, 环境工程",,塔夫茨大学,环境工程,秋季/春季,30学分,50910美元/年,无,无,"需要科学（生物学、化学、物理学）、数学（微分方程）和工程科学（流体力学、静力学）的课程学分；
建议申请Environmental and Water Resources Engineering concentration的学生完成至少一学期的大学水平概率与统计课程；
建议申请Environmental Health concentration的学生具备合适的生物科学背景。",雅思: 无要求; 托福: 无要求,无,未找到课程设置,https://asegrad.tufts.edu/program/civil-and-environmental-engineering-masters
,公共管理硕士–发展事件,MPA in Development Practice,"社科, 公共政策与事务",,哥伦比亚大学,公共政策与事务,春季/秋季,21个月,65242美元,无,无,"学习过定量相关课程,例如经济学和统计学课程,拥有至少两年工作经验",雅思: 100; 托福: 7,课程设置：MPA-DP是一个21个月的STEM认证专业发展课程，注重研究城市发展和可持续发展问题，涉及经济、食品营销、区域安全、农业、人员、社会包容等各种发展议题，特色在于有一个3个月的实习。它提供实践导向的教育，帮助学生获得知识、技能、经验和建立人际网络，以期改善世界。课程结合了核心与选修课程、技能发展和实际应用，支持学生在项目期间通过3个月的专业实习、团队项目和实习机会获得多样化的工作经验。毕业后，学生将具备在公共、非营利和私营部门的领先组织中应用所学知识的能力，或有能力创办自己的企业。 就业方面：MPA-DP课程不仅为毕业生提供传统发展机构的职业道路，如联合国、多边开发银行、援助机构、非政府组织和开发咨询公司，还拓展到非传统领域，如知名管理咨询公司（如麦肯锡和德勤）、美国州和地方政府（解决城市发展挑战）、科技初创公司、影响力投资公司，甚至自主创业。此外，一些毕业生选择继续深造，参与博士项目。随着发展从业者的职业路径不断演变和多样化，MPA-DP课程支持学生走向符合他们职业和个人目标的最佳路径。MPA-DP作为STEM认证学位，为学生在公共、私人和非营利部门的领导、管理和研究职位提供必要的技能，并为国际学生提供了额外24个月的可选实践培训（OPT），总计可达三年。 录取方面：申请要求是prefer2年工作经验，不硬卡，陆本应届生可以申请，也有录取案例，但每届最多1-3个录取，需要在文书中体现对本地/国际发展问题的深入思考。,未找到课程设置,https://www.sipa.columbia.edu/academics/programs/mpa-development-practice
,分析学硕士,Master's in Analytics,"理科, 数据科学",,东北大学（美国）,数据科学,STEM,秋季/冬季/春季/夏季,12-18个月,无,无,无,雅思: 79; 托福: 6.5,东北大学分析学硕士学制12-18个月，是stem项目。学生毕业后可以申请最多3年的在美实习（OPT）。课程是一个以职业为导向的课程，主要教授如何发现，解释和有效交流数据，以帮助组织做出明智的决策。课程专注于可以在工作中轻松应用的技能，将培养学生在统计和数学，分析系统技术，商业智能，业务流程管理，分析敏捷性，数据领导力和治理，以及政策和道德方面的知识。核心课程包括数据分析原理、数据挖掘技术、预测建模和决策建模等。此外学生可以根据自己的兴趣和职业目标选择适合自己的课程，如商业智能、大数据分析、机器学习等。 该专业为学生们提供了可以与实际工作经验结合的“合作教育Co-op”项目。还为学生提供职业发展服务，包括简历修改、面试技巧培训和实习机会等，以帮助学生顺利进入职场。根据东北大学的就业报告，该项目的毕业生就业率非常高，毕业生的平均起薪也非常可观。往届毕业生有就职于DELL EMC，摩根大通，自动数据处理公司ADP，Staples等公司，从事的领域如信息技术，运营，项目与项目管理，业务拓展，创业等。 申请者需要具有认可大学的学士学位，并具有数学、统计学、工程、计算机科学或商业背景等相关领域的课程学习。需要提交GRE或GMAT成绩，一般来说，申请者的GRE分数需要在310分以上，GMAT分数需要在680分以上。托福成绩需要在90分以上，雅思成绩需要在7.0分以上。,未找到课程设置,https://www.northeastern.edu/graduate/program/master-of-professional-studies-in-analytics-boston-14859/
,生物化学与分子生物学硕士,Masters in Biochemistry and Molecular Biology,"理科, 生物",,乔治城大学,生物,STEM,春季/秋季,10-12 个月,无,无,"GPA 达到3.0以上；申请者必须有生物,化学或者科学相关的本科学位其他商科或法律背景的申请者也接受",雅思: 80; 托福: 7,无,未找到课程设置,无
,金融硕士,Master of Finance,"商科, 金融",,麻省理工学院,金融,STEM,秋季,12或18个月,机面（kira）/真人单面,无,需要学习过线性代数、微积分、概率论、随机过程、统计学/计量经济学的课程与掌握计算机编程技能,雅思: Optional; 托福: Optional,和同样隶属于Sloan商学院的BA项目相比，MIT MFin的录取标准要友好太多了，而且是哈普麻耶斯这种档次里相对可以触及的项目。课程设置：时长可以选 12months或 18months，后者包括实习，有capital markets，corporate finance，fe，impact finance 4个track。在网申阶段就要选好track，impact finance是新track，除了Financial Engineering，剩下的capital markets，corporate finance两个track极少招中国学生。录取方面：size大（每年在130左右浮动，24fall最新是127），国际生比例高（89%），陆本友好，数理或商科背景都可，录取学生的平均三维是GPA3.83，GRE Median Q 169，V 151-170。如果三维符合的话，拿到面试还是比较容易的。面试分面试+quant笔试，笔试上官网给出了sample test和self-study的资源，海外面试也有coding test。申请严格按照轮次，一轮1月截止，2月份发面试，然后3月固定日期电话通知结果。,未找到课程设置,https://mitsloan.mit.edu/mfin
,公共管理硕士–经济政策管理,MPA in Economic Policy Management,"社科, 公共政策与事务",,哥伦比亚大学,公共政策与事务,夏季,1年,65347美元,无,无,"学习过定量相关课程,例如经济学和统计学课程,拥有至少三年工作经验",雅思: 100; 托福: 7,为处在职业生涯中期的专业人士设计的，需要至少有3年工作经验，不适合应届生申请。,未找到课程设置,https://www.sipa.columbia.edu/academics/programs/mpa-economic-policy-management
,环境政策与规划硕士,MS in Environmental Policy and Planning,"工科, 环境工程",,塔夫茨大学,环境工程,秋季,2年,1797美元/学分,无,无,无,雅思: 无要求; 托福: 无要求,无,未找到课程设置,无
,应用数学硕士,MS in Applied Mathematics,"理科, 数学",,东北大学（美国）,数学,STEM,秋季/春季,1-2年,无,无,GPA3.0以上,雅思: 无要求; 托福: 无要求,无,未找到课程设置,https://cos.northeastern.edu/master-of-science-applied-mathematics/
,健康信息学与数据科学硕士,MS in Health Informatics & Data Science,"理科, 数据科学",,乔治城大学,数据科学,STEM,秋季,12个月,无,无,申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,雅思: 80; 托福: 7,无,未找到课程设置,无
,计算科学与工程硕士,MS in Computational Science and Engineering（暂停招生）,"工科, 计算机",,麻省理工学院,计算机,STEM,秋季,两年,无,无,需要一些计算科学与工程 (CSE) 背景，并获得 CSE 学位。入学没有特定的先决条件课程。 但是，我们确实希望未来的学生在核心学科领域拥有坚实的基础，例如工程、材料科学、物理学或数学。 该项目技术性很强，因此，希望所有申请者对线性代数和多元微积分都有扎实的基础和理解。,雅思: 7; 托福: 无要求,无,未找到课程设置,https://cse.mit.edu/programs/sm/overview/
,公共管理硕士–环境科学与政策,MPA in Environmental Science and Policy,"社科, 公共政策与事务",,哥伦比亚大学,公共政策与事务,STEM,夏季,1年,无,无,"学习过定量相关课程,例如数学、经济学和统计学课程",雅思: 100; 托福: 7,"此项目是哥大地球研究所和SIPA合办的，侧重环境政策、经济与环境可持续发展，是难得的stem专业。夏季学期的课程偏向环境科学，春秋季则更侧重经济。

课程设置：在国内不算很热门的项目，性价比极高，相比大多数2年的项目，ESP只要12个月，而且几乎都有奖学金，平均$16,000；同时项目size小，所以师生互动比较好。

录取方面：申请来说不要求本科有环境科学的背景，但还是建议有相关的经历。",未找到课程设置,https://www.mpaenvironment.ei.columbia.edu/
