ID,中文名称,英文名称,标签,所属院校,专业方向,入学时间,项目时长,项目学费,项目规模,就业比例,面试形式,培养目标,申请要求,语言要求,顾问解析,课程设置,申请时间,项目链接,项目官网,排名,学校类型,是否STEM
65766,计算机科学硕士,M.S. Computer Science (General),"工科, 计算机",南加州大学,计算机,春季/秋季,28学分,2148美元/学分,无,无,无,无,无,无,"<p>南加州大学计算机科学项目可以说是CS第一大校了(人数上有700-800人)。</p><p>

课程设置：除了转专业特供的cs37，还开了cs general（因为修28个学分，俗称cs28）和CS各个细分方向的项目，一共9个specialization（32学分），包括人工智能，数据科学，游戏开发，计算机安全，计算机网络，软件工程，智能机器人，多媒体创意技术，高性能计算和模拟。南加州大学计算机科学硕士USC CS课程提供与计算机的设计、编程和应用相关的基本概念和技术的密集训练。不仅track多，USC CS 的修课模式也提供了thesis track 和non-thesis track。必修课只有1门算法，其他都自选，自由度很大。一般2年毕业，修课多点也可以1.5年毕业。</p><p>

录取方面：general track和其他track都是for cs科班出身的同学，USC也是个重绩点GPA的学校，3.5+才比较有机会，分很多track（track对录取的影响不大，可以直接申请general来了之后再决定要选择哪个track），录的人很多。人多带来的问题就是方差大，但归根到底学习看自己，刷题找工也靠自己努力。项目优势就是location + 正统的cs项目，最大的劣势就是USC内卷巨大。</p>",无,无,https://www.compassedu.hk/majr_65766,无,,"工科, 计算机, 帕克十二联盟, 美国大学协会, 环太平洋大学联盟",是
72005,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_72005,无,,,否
73065,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73065,无,,,否
75486,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_75486,无,,,否
72724,计算机工程理学硕士,MS in Computer Engineering,"工科, 计算机",南加州大学,计算机,STEM,春季/秋季,28学分,无,无,无,无,申请者必须持有地区认可机构的学士学位。申请者需具备计算机相关背景,无,无,无,无,https://www.compassedu.hk/majr_72724,无,,"工科, 计算机, 帕克十二联盟, 美国大学协会, 环太平洋大学联盟",是
65569,金融硕士,Master of Finance,"商科, 金融",麻省理工学院,金融,STEM,秋季,12或18个月,无,无,机面（kira）/真人单面,无,需要学习过线性代数、微积分、概率论、随机过程、统计学/计量经济学的课程与掌握计算机编程技能,无,<p>和同样隶属于Sloan商学院的BA项目相比，MIT MFin的录取标准要友好太多了，而且是哈普麻耶斯这种档次里相对可以触及的项目。</p><p>课程设置：时长可以选 12months或 18months，后者包括实习，有capital markets，corporate finance，fe，impact finance 4个track。在网申阶段就要选好track，impact finance是新track，除了Financial Engineering，剩下的capital markets，corporate finance两个track极少招中国学生。</p><p>录取方面：size大（每年在130左右浮动，24fall最新是127），国际生比例高（89%），陆本友好，数理或商科背景都可，录取学生的平均三维是GPA3.83，GRE Median Q 169，V 151-170。如果三维符合的话，拿到面试还是比较容易的。面试分面试+quant笔试，笔试上官网给出了sample test和self-study的资源，海外面试也有coding test。申请严格按照轮次，一轮1月截止，2月份发面试，然后3月固定日期电话通知结果。</p>,无,无,https://www.compassedu.hk/majr_65569,无,,"商科, 金融, 爱国者联盟, 美国大学协会, 全球大学校长论坛",是
72108,社会数据分析理学硕士,MS in Social Data Analytics,"社科, 公共政策与事务",布朗大学,公共政策与事务,秋季,8门课,7835美元/课,无,无,无,无,无,无,"<p>布朗大学社会分析与研究Brown MSAR隶属于社会学系，是一个1年制的STEM项目，一共8节课（包括1个intensive Research Internship），为学生提供在数据收集、定量/定性分析方法方面的培训。课程自由度很大，只有3门方法类的必修课，其他5门学生可以根据自己感兴趣的领域（学术or应用）进行选择。</p><p> 

就业方面：毕业生去向不限于社科调研或政策评估，也可以胜任市场调研、用户研究等岗位。</p><p> 

录取方面：要求入学前修过1学期统计基础、微积分和社会调查方法。</p>",无,无,https://www.compassedu.hk/majr_72108,无,,"社科, 公共政策与事务, 常春藤联盟, 美国大学协会, 大学研究协会",是
73105,金融学与分析学理学硕士,Master of Science in Finance and Analytics,"商科, 金融",圣塔克拉拉大学,金融,STEM,秋季,9个月,无,无,无,无,"1门大学微积分课程和1门大学统计课程
平均GPA为3.18",无,无,无,无,https://www.compassedu.hk/majr_73105,无,,"商科, 金融, 综合类研究型大学, 私立天主教",是
65767,计算机科学硕士,MS in Computer Science,"工科, 计算机",南加州大学,计算机,春季/秋季,32学分,2148美元/学分,无,无,无,无,无,无,<p>南加州大学可以说是CS第一大校了。整个计算机科学系master学生大约有3000余人。</p><p>课程设置：除了转专业特供的CS37，还开了CS General（因为修28个学分，俗称CS28）和人工智能、数据科学和游戏开发这三个细分方向的CS项目（带细分方向的项目需修32个学分，俗称CS32）。USC CS项目提供与计算机的设计、编程和应用相关的基本概念和技术的密集训练。不仅细分方向多，修课模式也提供了thesis track 和non-thesis track。必修课只有1门算法，其他都自选，自由度很大。一般2年毕业，修课多点也可以1.5年毕业。</p><p>录取方面：USC也是个重GPA的学校，3.6+才算比较有机会。选择哪个track对录取的影响不大，申请时可以直接选CS General，来了之后再决定最终去哪个方向。每年招录的人很多。人多带来的问题就是方差大，但归根到底学习看自己，刷题找工也靠自己努力。项目优势就是location+正统CS项目，最大的劣势就是USC内卷巨大。</p>,无,无,https://www.compassedu.hk/majr_65767,无,,"工科, 计算机, 帕克十二联盟, 美国大学协会, 环太平洋大学联盟",是
72540,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_72540,无,,,否
72824,电气与计算机工程理学硕士,MS in Electrical & Computer Engineering,"工科, 电气电子",威斯康星大学麦迪逊分校,电气电子,STEM,秋季,16个月,无,无,无,无,拥有认可机构的电气或计算机工程理学学士学位，但也会考虑工程、计算机科学、物理学或相关学科的学士学位。,无,"<p>课程设置： 威斯康星大学麦迪逊分校的电气与计算机工程硕士项目提供三种不同的学位选项，以满足不同学生的需求：研究型Research：传统的两年制硕士项目，最终以论文或研究项目结束；专业型Professional：加速的课程型硕士项目，学生可以选择专业领域；机器学习和信号处理Machine Learning and Signal Processing：加速的课程型硕士项目，专为机器学习和信号处理领域设计。该项目要求学生完成至少30学分的课程学习，具体的课程要求和政策信息根据不同的学位选项有所不同。</p><p> </p><p>就业方面：wisc提供丰富的职业发展资源，帮助学生在学术和职业生涯中取得成功。工程职业服务（Engineering Career Services, ECS）每学期举办多次职业博览会，学生可以直接与潜在雇主互动、安排面试，并寻找实习和全职工作。ECS还维护职位列表，并每学期举办各种职业发展研讨会。电气与计算机工程系（ECE Department）全年高频率提供各种机会让学生参加各种讲座、研讨会和培训。ECE研究生协会（ECE Graduate Student Association, GSA）为同学们组织职业发展机会。</p><p> </p><p>录取方面：对中国学生友好，size 100+，学术氛围浓郁，读博友好。</p>",无,无,https://www.compassedu.hk/majr_72824,无,,"工科, 电气电子, 公立常春藤, 十大联盟, 美国大学协会",是
76270,气候与社会学文学硕士,MA in Climate and Society,"工科, 地球科学",哥伦比亚大学,地球科学,秋季,3学期,"87,433美元",无,无,无,无,无,无,"哥伦比亚大学气候与社会学文学硕士项目（MA in Climate and Society）由哥伦比亚大学气候学院开设，旨在培养应对气候变化挑战的专业人才。项目采用跨学科方法，结合气候科学、社会科学、政策分析和实践技能，帮助学生全面理解气候变化及其应对策略。
项目特色包括跨学科课程设计，融合多学科知识，注重实践技能培养，如数据分析和项目管理。项目通常为12个月全日制，也提供非全日制选项。地处纽约市，学生可接触全球领先的气候研究机构和政策制定者，拓展职业网络。毕业生可在环境咨询、政策分析、非营利组织、政府部门及国际组织等领域从事与气候变化相关的工作。
课程设置涵盖气候科学基础、气候变化的影响与适应、减缓策略和气候政策分析等核心课程，学生还可选修可持续发展、环境经济学和数据科学等相关课程，拓宽知识面。",无,无,https://www.compassedu.hk/majr_76270,无,,"工科, 地球科学, 常春藤联盟, 美国大学协会, 全球大学校长论坛",否
65504,商业分析硕士,Master of Business Analytics,"商科, 商业分析",麻省理工学院,商业分析,STEM,秋季,12个月,无,无,机面（kira）/真人单面,无,无,无,"<p>麻省理工大学商业分析项目隶属于Sloan管理学院，致力于“用数据创造价值”，专为想要从事Data Science工作的学生，亦或是想要寻求职业晋升的工程师和数学家等量身打造。</p><p>

课程设置：课程是技术导向型，数学和计算机科学的权重会很大，要求也很高。秋季学期旨在提升学生的数学方法和大数据分析算法的专业技能，春季学期则注重培养学生具体的商业数据应用能力，让数据在商业环境落地，夏季学期则让学生参与一个为期10周的capstone project，接近真实商业世界。</p><p>

就业方面：录取的高门槛，硬核的课程设置以及强大的career service无疑成为MIT MBAn 100%就业率的保障。</p><p>

录取方面：优秀的数学课程（微积分、概率论、统计学）成绩毫无疑问是必备，此外，建议申请者有optimization方面的知识。CS部分，MIT偏好R语言，建议申请者能熟练掌握应用R语言进行数据分析。同时，建议能有SQL等数据库方面的技能。为了提高竞争力，建议申请者多修一些机器学习、数据挖掘、非线性最优化、随机模型、算法设计、科学计算等相关高阶课程。网课平台推荐 Edx，Edx是由Harvard和MIT联合创办的，在美国东部学校中认可度比较高。参加过 Kaggle 或者阿里天池等数据大赛的申请者也会有加分。相比MFin项目，BA项目对绝大多数陆本同学是高不可攀的项目。陆本每年录取个位数，如有海外交换经历可再加分。作为顶尖项目，对文书Essay要求也很高，招生官希望看到申请者对BA有深入的理解，具备修读这个项目的学术能力，以及拥有清晰的职业规划。</p>",无,无,https://www.compassedu.hk/majr_65504,无,,"商科, 商业分析, 爱国者联盟, 美国大学协会, 全球大学校长论坛",是
72892,计算机语言学硕士,MS in Computational Linguistics,"工科, 计算机",布兰迪斯大学,计算机,STEM,秋季,2年,无,无,无,无,拥有语言学、计算机科学、数学、语言研究或相关领域的本科学位（至少需要具备基础数学、计算机语言课程）,无,无,无,无,https://www.compassedu.hk/majr_72892,无,,"工科, 计算机, 新常春藤",是
65768,计算机科学硕士,MS in Computer Science-Scientists and Engineers,"工科, 计算机",南加州大学,计算机,春季/秋季,37学分,2148美元/学分,无,无,无,无,无,无,<p>课程设置：南加州大学也专门针对理工背景想要转码的学生开设了一个硕士项目，全称是Master of Science in Computer Science for Scientists and Engineers。因为要修37个学分，故称USC CS37，但除了“修的学分多于其他track”，“不能自由转其他track”，这个项目和CS下其他track的项目是一样的，很多课程都是和CS下其他track的同学一起上课的。项目时长2年，也有很多同学选择延长到2年半，因为USC的学费是根据学分算的，延长项目时长在学费成本上不高，整体性价比还是很高的。</p><p>就业方面：2年半的项目时长对于留美找工是个优势。零基础的学生可以利用第一年的暑假去提升背景、丰富简历，到第二年的暑假再认真找实习。如果已经有一定基础，则可以有拥有两段硬核的暑假实习，也能更好地弥补非CS本科/转专业的劣势。与此同时，USC计算机系有很多实验室和研究所，涵盖了CS的各个前沿领域，对research 感兴趣的同学，在lab多参加一些项目，也会对找工作有帮助。除了地处加州的地理位置优势，南加州大学计算机科学系就业氛围浓厚，同学之间会一起组团刷题，互相分享经验，也有学长学姐会提供内推机会，甚至抽时间给同学做mock面试。除了CS四大名校（CMU/ UC Berkeley/ MIT/ Stanford）以外，USC的毕业生在就业市场上认可度还是很高的。只要同学们在就读期间充分利用时间去多积累project经历，多刷一些题，在就业时竞争力还是很强的。</p><p>录取方面：坦白来说，USC的确是CS项目录取大户，Class Size很大，中国学生多。但“招中国人多”绝不等于“水”。USC是高GPA控，比较有竞争力的GPA在3.6+；结合往年拒录案例分析，项目录取的中国同学大多来自985/211高校。和UPenn MCIT一样，CS37录取同学的背景非常多元，化学、建筑、土木等都有。</p>,无,无,https://www.compassedu.hk/majr_65768,无,,"工科, 计算机, 帕克十二联盟, 美国大学协会, 环太平洋大学联盟",是
