school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
宾夕法尼亚州立大学,电气工程理学硕士,MS in Electrical Engineering,"工科,电气电子",专业方向: 电气电子 入学时间: 秋季 项目时长: 32学分 项目学费: 41342美元/年,1. 电气工程或相关领域的理学学士学位 2. GPA：大三/大四GPA不低于3.0/4.0,,{{ per_lang.name }},,,us,宾夕法尼亚州立大学_电气工程理学硕士.json
凯斯西储大学,工商管理硕士,Master of Business Administration,"商科,工商管理",专业方向: 工商管理 项目类别: STEM 入学时间: 秋季 项目时长: 60学分 项目学费: 1565美元/学分,具备一定商业背景和工作经历,,{{ per_lang.name }},,,us,凯斯西储大学_工商管理硕士.json
斯坦福大学,生物工程理学硕士,MS in Bioengineering,"工科,生物工程",专业方向: 生物工程 入学时间: 秋季 项目时长: 1年 项目学费: 12540美元/quarter,,,{{ per_lang.name }},,,us,斯坦福大学_生物工程理学硕士.json
德州农工大学,国际政策硕士,Master of International Policy,"社科,国际关系","专业方向: 国际关系 入学时间: 春季/夏季/秋季 项目时长: 11个月 项目学费: 54,000美元",GPA3.0,,{{ per_lang.name }},,,us,德州农工大学_国际政策硕士.json
约翰霍普金斯大学,应用经济硕士,MS in Applied Economics,"商科,经济",专业方向: 经济 项目类别: STEM 入学时间: 春季/夏季/秋季 项目时长: 1-2年 项目学费: 4866美元/课程,"修过一学期的微观经济学导,一学期的宏观经济学导论,一学期的微积分课程,且每门课的成绩至少达到B等级。",,{{ per_lang.name }},,,us,约翰霍普金斯大学_应用经济硕士.json
凯斯西储大学,生物医学工程理学硕士,MS in Biomedical Engineering,"工科,生物工程",专业方向: 生物工程 入学时间: 秋季 项目时长: 30学分 项目学费: 2057美元/学分 平均成绩: 3.5以上 平均G: 80%,"1.GPA：B以上/班级排名20% （typical GPA is higher than 3.5/4.0） 2.先修课：涵盖微分方程的微积分（四学期）, 3年的物理,化学和工程科学背景",,{{ per_lang.name }},,,us,凯斯西储大学_生物医学工程理学硕士.json
哈佛大学,教育领导力，组织和创业硕士,"Master's in Education Leadership, Organizations and Entrepreneurship","社科,教育","专业方向: 教育 入学时间: 秋季 项目时长: 一年 项目学费: 57,246美元/年",虽然不需要学士学位，但持有文学学士、学士学位或同等学位的人最有竞争力。 只有在极少数情况下，学校才会考虑特殊和广泛的专业成就，以及证明的非学位学术成就，以代替学位。,,{{ per_lang.name }},,,us,哈佛大学_教育领导力，组织和创业硕士.json
耶鲁大学,生物统计硕士,MS Biostatistics,"理科,数学",专业方向: 数学 入学时间: 夏季/秋季 项目时长: 2年 项目学费: 48300美元/年 项目规模: 40人 平均成绩: 3.5,适合量化背景强的的同学申请，要求有多变量微积分和线性代数课程，建议掌握介绍性统计和统计编程语言（例如，R、SAS、Python）。,,{{ per_lang.name }},,,us,耶鲁大学_生物统计硕士.json
东北大学（美国）,物联网理学硕士,Master of Science in Internet of Things,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季,春季 项目时长: 2年 项目学费: 61,728美元",,,{{ per_lang.name }},,,us,东北大学（美国）_物联网理学硕士.json
卡内基梅隆大学,信息系统管理硕士-商业情报与数据分析方向,MISM–Business Intelligence & Data Analytics pathway,"商科,商业分析",专业方向: 商业分析 项目类别: STEM 入学时间: 秋季 项目时长: 16个月 项目学费: 77200美元 平均成绩: 3.6 平均G: 327 平均起薪: 125000美元,建议修过面向对象编程、Java编程课程、概率和统计、数据库,,{{ per_lang.name }},,,us,卡内基梅隆大学_信息系统管理硕士-商业情报与数据分析方向.json
哥伦比亚大学,计算机科学硕士,MS in Computer Science,"工科,计算机",专业方向: 计算机 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 2196美元/学分,,,{{ per_lang.name }},,,us,哥伦比亚大学_计算机科学硕士.json
福特汉姆大学,法学硕士,Master of Laws,"社科,法律","专业方向: 法律 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 68,156美元/年",,,{{ per_lang.name }},,,us,福特汉姆大学_法学硕士.json
加州大学洛杉矶分校,工学硕士：人工智能,Masteraster of Engineering Track: Artificial Intelligence,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 36学分 项目学费: 36,297美元/年","申请人必须至少拥有各种工程学科、数学、物理或密切相关领域的本科专业。需要 B（3.0 分制中的 4.0）或更高（如果不使用字母等级系统,则为同等水平）的学术平均分。",,{{ per_lang.name }},,,us,加州大学洛杉矶分校_工学硕士：人工智能.json
耶鲁大学,传染病流行病学硕士,MS Epidemiology of Infectious Diseases,"社科,公共卫生","专业方向: 公共卫生 入学时间: 秋季 项目时长: 9个月 项目学费: 46,900美元",无,,{{ per_lang.name }},,,us,耶鲁大学_传染病流行病学硕士.json
南加州大学,生物医学工程理学硕士,MS in Biomedical Engineering,"工科,生物工程",专业方向: 生物工程 入学时间: 春季/秋季 项目时长: 28学分 项目学费: 2199美元/学分,,,{{ per_lang.name }},,,us,南加州大学_生物医学工程理学硕士.json
伊利诺伊大学香槟分校,金融硕士,MS in Finance,"商科,金融",专业方向: 金融 项目类别: STEM 入学时间: 秋季 项目时长: 15个月 项目学费: 62445美元 项目规模: 133人 平均成绩: 3.41 平均G: 686/317 男女比例: 48:52 就业比例: 90%,数学课程（线性代数、微积分）,,{{ per_lang.name }},,,us,伊利诺伊大学香槟分校_金融硕士.json
杜兰大学,统计数据理学硕士,MS in Statistics,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季/春季 项目时长: 1年 项目学费: 1,859美元/学分",相关数学学科背景的学生,,{{ per_lang.name }},,,us,杜兰大学_统计数据理学硕士.json
加州大学欧文分校,生物技术理学硕士,MS in Biotechnology,"理科,生物","专业方向: 生物 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 33,619美元","申请者需要生物科学相应的学士学位,GPA达到3.及以上 先修课要求 Lower Division Courses: General Chemistry with laboratory, Organic Chemistry with laboratory, Calculus, Physics. Upper Division Courses: Biochemistry, Molecular Biology, Genetics, and one additional advanced Biological Science course such as Microbiology, Immunology, Virology. Laboratory courses: Advanced laboratory and/or research experience is strongly recommended",,{{ per_lang.name }},,,us,加州大学欧文分校_生物技术理学硕士.json
南加州大学,环境工程理学硕士,M.S.in Environmental Engineering,"工科,环境工程",专业方向: 环境工程 入学时间: 秋季/春季 项目时长: 28学分 项目学费: 2199美元/学分,,,{{ per_lang.name }},,,us,南加州大学_环境工程理学硕士.json
佐治亚理工学院,生物医学工程理学硕士,MS in Biomedical Engineering - GT only,"工科,生物工程",专业方向: 生物工程 入学时间: 秋季 项目时长: 1-2年 项目学费: 15667美元/学期,"1.学位要求：工程,科学,数学的理学学士； 2.先修课：基于微积分的物理课程（1年）,有机化学（建议1学期）,微积分包括微分方程（共4学期）",,{{ per_lang.name }},,,us,佐治亚理工学院_生物医学工程理学硕士.json
德克萨斯大学奥斯汀分校,经济学文学硕士,MA in Economics,"商科,经济",专业方向: 经济 项目类别: STEM 入学时间: 夏季/秋季 项目时长: 10-24个月 项目学费: 42000-62000美元,1. 先修课：微积分（包括多元微积分）（必须）；线性代数、经济学相关课程（recommended）2. GPA：数学或经济学课程高GPA,,{{ per_lang.name }},,,us,德克萨斯大学奥斯汀分校_经济学文学硕士.json
罗格斯大学,健康传播与信息硕士,Master of Health Communication and Information,"社科,传播","专业方向: 传播 入学时间: 秋季/春季/夏季 项目时长: 18-24个月，36学分 项目学费: 15,900美元/学期",鼓励各种教育和就业背景（例如，健康传播、卫生专业、公共卫生、护理、人力资源管理、管理、心理学、领导力或其他社会科学）的应届本科生和有成就的专业人士申请,,{{ per_lang.name }},,,us,罗格斯大学_健康传播与信息硕士.json
加州大学欧文分校,数据科学硕士,Master of Data Science,"理科,数据科学",专业方向: 数据科学 项目类别: STEM 入学时间: 秋季 项目时长: 15个月 项目学费: 33032.15美元/年 就业比例: 85%,"1. 学士学位2. 先修课程：1编程（如C或Python）,3学期的微积分、线代、概率论和统计",,{{ per_lang.name }},,,us,加州大学欧文分校_数据科学硕士.json
密歇根大学安娜堡分校,精算数学硕士,Actuarial Mathematics Master's Program,"理科,数学",专业方向: 数学 入学时间: 秋季 项目时长: 24学分 项目学费: 26062美元/年,本科专业不必是数学，但学生应该掌握的材料大致相当于密歇根大学的本科数学专业，包括： 三个学期的微积分、一两个学期的微分方程、 现代代数、线性代数、几何或拓扑学的一学期课程、 一个和几个变量的高级微积分; 此外，学生应完成至少三门额外的数学课程和至少两门相关领域的课程，如统计学、计算机科学或物理科学。在不太全面的课程中成绩优异的学生将被考虑录取，但如果被录取，应该有望在研究生院度过前一两个学期，完成数学本科准备。,,{{ per_lang.name }},,,us,密歇根大学安娜堡分校_精算数学硕士.json
杨百翰大学,信息技术与网络安全理学硕士,MS in IT & Cybersecurity,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季/冬季 项目时长: 30学分 项目学费: 7,932美元/学期",本科获得IT或相关领域学位，具有基础科学、工程数学、计算机或电子学科背景，GPA达到3.0及以上（需要认证，但只接受ierf和SpanTran两家机构，不接受wes）,,{{ per_lang.name }},,,us,杨百翰大学_信息技术与网络安全理学硕士.json
南加州大学,海洋与环境生物学理学硕士,MS in Marine and Environmental Biology,"工科,海洋技术","专业方向: 海洋技术 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 42,740美元",申请者最好是已经获得此领域的学士学位或同等学历,,{{ per_lang.name }},,,us,南加州大学_海洋与环境生物学理学硕士.json
佐治亚理工学院,计算机科学与工程硕士,Master of Science in Computational Science and Engineering,"工科,计算机",专业方向: 计算机 入学时间: 秋季 项目时长: 30学分 项目学费: 18948美元/学期,需要一定程度的数学（例如微积分）和计算（计算机编程）背景,,{{ per_lang.name }},,,us,佐治亚理工学院_计算机科学与工程硕士.json
康奈尔大学,信息科学硕士,Master of Professional Studies (MPS) in Information Science,"商科,信息系统",专业方向: 信息系统 项目类别: STEM 入学时间: 春季/秋季 项目时长: 1年 项目学费: 58586美元/年 项目规模: 60人 就业比例: 85% 平均起薪: 126000美元,"熟练掌握高级编程语言和对网络技术的理解,良好的分析能力,数学基础,包括微积分,概率,统计学和线性代数。",,{{ per_lang.name }},,,us,康奈尔大学_信息科学硕士.json
迈阿密大学,软件工程理学硕士,MS in Software Engineering,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 20,110美元/学期",工程相关学士学位，其他专业者满足相应工程课程也可以申请,,{{ per_lang.name }},,,us,迈阿密大学_软件工程理学硕士.json
麻省理工学院,金融硕士,Master of Finance,"商科,金融",专业方向: 金融 项目类别: STEM 入学时间: 秋季 项目时长: 12或18个月 项目学费: 80718美元/年 项目规模: 132人 平均成绩: 3.82 国际学生: 92% 男女比例: 56:44 就业比例: 99% 平均起薪: 95000美元,需要学习过线性代数、微积分、概率论、随机过程、统计学/计量经济学的课程与掌握计算机编程技能,,{{ per_lang.name }},,,us,麻省理工学院_金融硕士.json
约翰霍普金斯大学,国际关系硕士,Master of Arts in International Relations (MAIR),"社科,公共政策与事务",专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 2年 项目学费: 53900美元/年 项目规模: 276人 平均成绩: 3.5 国际学生: 36% 男女比例: 52:48 就业比例: 92% 平均起薪: 57465美元 留美比例: 75%,学习过宏微观经济学和微积分等相关课程,,{{ per_lang.name }},,,us,约翰霍普金斯大学_国际关系硕士.json
